m1,m2,N_idx,N,S1,S2,loss_S1_vs_N,lp_N_given_m1,lp_S1_given_m1,lp_N_given_m2,lp_S1_given_m2,loss_S2_vs_N,lp_S2_given_m2,lp_S2_given_m1,loss_rank1,loss_rank2,worst_rank_of_two,p_N_given_m1_decile,p_N_given_m2_decile,selected_for_human_testing
gpt2,trigram,503,Did an oil change after I got it,Forgot an oil change after I bought it,Either your fantasy production until I find it,-7.591552734375,-36.80577802658081,-36.74288773536682,-92.46875,-100.060302734375,-27.27859115600586,-92.300537109375,-64.08436918258667,61.0,59.0,61.0,3,5,False
gpt2,trigram,555,They will be sent in a zip bag,Each will be shipped in a zip bag,It shall be fined on his southerly subspecies,-5.5419921875,-30.06577968597412,-29.57005405426025,-95.19091796875,-100.73291015625,-48.30059242248535,-93.72900390625,-78.36637210845947,72.0,9.0,72.0,8,4,False
gpt2,trigram,574,I think it depends one what you see,I guess it depends one what you measure,I think all started one what they look,-6.076171875,-34.67786931991577,-34.28675985336304,-93.538818359375,-99.614990234375,-25.28776216506958,-93.2568359375,-59.96563148498535,69.0,65.0,69.0,5,4,False
gpt2,trigram,598,Especially if the weight loss is relatively fast,Or if your weight loss is only marginal,Maybe if the choice that is to further,-4.4951171875,-34.36185932159424,-33.683349609375,-91.603271484375,-96.098388671875,-25.30289125442505,-91.34375,-59.66475057601929,76.0,64.0,76.0,6,5,False
gpt2,trigram,624,So I can understand asking in her case,Separately this can be mit in two manners,All I could scarcely heaped with more limited,-29.897705078125,-39.82564640045165,-39.78521490097046,-96.291015625,-126.188720703125,-40.59732484817505,-95.740234375,-80.4229712486267,7.0,22.0,22.0,2,3,True
gpt2,trigram,636,Only if they have medical power of attorney,Only if they have prior power of attorney,This advantage we have any power of music,-9.447021484375,-36.085120677948,-35.96268892288208,-85.83203125,-95.279052734375,-20.302075862884518,-85.818359375,-56.38719654083252,56.0,80.0,80.0,4,7,False
gpt2,trigram,668,Also make sure the chokes are adjusted properly,Please make sure all buckles are tightened securely,So be sure that fission and adjusted their,-14.442138671875,-34.845834732055664,-34.25819540023804,-105.968994140625,-120.4111328125,-38.584946155548096,-105.73291015625,-73.43078470230104,38.0,25.0,38.0,5,0,False
gpt2,trigram,695,I left out a lot of amazing episodes,She left out a couple of juicy nuggets,I ask out a lot of real role,-13.339599609375,-34.766282081604004,-34.614680767059326,-87.623779296875,-100.96337890625,-20.811611652374264,-87.6142578125,-55.57789945602417,42.0,78.0,78.0,5,7,False
gpt2,trigram,712,Unfortunately they would be trashed in no time,Nonetheless she will become ailing in no time,Out we would be illogical in no hurry,-18.36474609375,-35.09692907333374,-34.71275234222412,-95.943115234375,-114.307861328125,-31.751529216766357,-95.230224609375,-66.84846878051758,24.0,42.0,42.0,5,3,False
gpt2,trigram,718,I would lift my self esteem a bit,It might makeover your visual perception a bit,I dare assure my self esteem issues involving,-23.88330078125,-39.291560173034675,-39.223851680755615,-92.021728515625,-115.905029296875,-34.27439546585083,-91.3349609375,-73.56595897674559,16.0,33.0,33.0,2,5,False
gpt2,trigram,746,Considering it is literally right down the road,Forgot it was on right by the waterfalls,Would it is within walking down the stairs,-26.31494140625,-37.415976524353034,-37.38502407073975,-86.196533203125,-112.511474609375,-19.277800083160397,-85.789306640625,-56.69378137588501,12.0,83.0,83.0,3,7,False
gpt2,trigram,768,No point getting an innocent person in trouble,No use getting an innocent person into trouble,No clue if this horrible feeling in Europe,-6.626708984375,-35.15404748916626,-34.858813285827644,-89.245361328125,-95.8720703125,-24.035808563232425,-88.18212890625,-59.18985939025879,66.0,70.0,70.0,5,6,True
gpt2,trigram,800,Say you want money or a spa package,Anytime you receive money off a qualifying pre,See you the boy or a treatise waned,-14.861083984375,-44.64733123779297,-44.32544803619385,-102.314208984375,-117.17529296875,-35.36116504669189,-102.16796875,-80.00850629806519,35.0,29.0,35.0,1,1,False
gpt2,trigram,822,I love the cartoon villain approach as well,I like the approachable sidekick archetype as well,I love the thoughtful southerly because as yet,-11.928955078125,-39.549662113189704,-39.0462646484375,-101.929443359375,-113.8583984375,-32.06431484222412,-101.805908203125,-71.61398315429688,46.0,41.0,46.0,2,1,False
gpt2,trigram,880,This is probably what happened with mine unfortunately,This is probably what happened with mine unfortunately,This is precisely what happened and rejoin giddy,0.0,-35.14749383926392,-35.14749383926392,-95.647216796875,-95.647216796875,-28.17586374282837,-95.638671875,-63.32335186004639,95.5,57.0,95.5,5,3,False
gpt2,trigram,956,I could watch that movie a hundred times,I could watch that movie a million times,I would grab whatever movie a couple months,-0.01708984375,-26.219801902771,-26.079291343688965,-88.10205078125,-88.119140625,-27.11479091644287,-87.90478515625,-53.334590435028076,90.0,60.0,90.0,9,6,False
gpt2,trigram,981,Not the case when your volume is encrypted,Bypass this filter when your emailing is confidential,Neither the time when little towns is unimpressed,-33.07958984375,-43.11000728607178,-42.98189616203308,-100.132080078125,-133.211669921875,-30.924586296081547,-99.968994140625,-74.0345935821533,1.0,47.0,47.0,1,2,False
gpt2,trigram,1012,Road head is the best solution to that,Road mop is the best solution to that,Rescuers head of the diplomatic solution at all,-6.451416015625,-41.48926877975464,-41.38403129577637,-95.38623046875,-101.837646484375,-40.14073133468628,-94.78857421875,-81.63000011444092,68.0,23.0,68.0,2,4,False
gpt2,trigram,1131,They said that the ball carrier did fumble,They said that the whole instance felt aching,It recommended that the ball carrier platoons huts,-10.22265625,-43.198798179626465,-43.17693567276001,-99.247314453125,-109.469970703125,-33.86946201324463,-98.40185546875,-77.0682601928711,51.0,35.0,51.0,1,2,False
gpt2,trigram,1152,Made my apartment look like an opium den,Made my apartment smell like an opium den,Losing his fellow look like an old masts,-5.417724609375,-36.370288372039795,-36.08278131484985,-99.6328125,-105.050537109375,-33.57756900787353,-99.49951171875,-69.94785737991333,73.0,36.0,73.0,3,2,False
gpt2,trigram,1155,This is to protect their brains from injury,This helps to protect new neurons from damage,That is to focus their feet from anyone,-19.433349609375,-32.706284046173096,-32.67397689819336,-89.2255859375,-108.658935546875,-23.574711322784424,-88.453369140625,-56.28099536895752,23.0,73.0,73.0,6,6,False
gpt2,trigram,1164,Could that be an elevator to the restroom,Could possibly be an exile to the sew,Could anything be an expensive watch a video,-20.7119140625,-42.86132860183716,-42.01538324356079,-87.95703125,-108.6689453125,-19.10670709609985,-86.49365234375,-61.96803569793701,21.0,85.0,85.0,2,6,False
gpt2,trigram,1167,There has to be some missing context here,There needed to be some sorta compromise somewhere,Everyone deserves to be some razors or deluded,-12.892333984375,-29.583447456359863,-29.54119896888733,-94.9453125,-107.837646484375,-44.3834547996521,-94.906005859375,-73.96690225601195,44.0,13.0,44.0,8,4,False
gpt2,trigram,1200,They will give the people whatever they want,They will give the people whatever they want,I must never any kind whatever they want,0.0,-28.860610008239746,-28.860610008239746,-86.878662109375,-86.878662109375,-32.0970401763916,-86.85009765625,-60.95765018463135,95.5,40.0,95.5,8,7,False
gpt2,trigram,1212,Kinda unsure what I should think about this,Myself unsure what I should do about them,Students come whether I should not surprise him,-5.642578125,-34.218396186828606,-33.838027954101555,-91.8916015625,-97.5341796875,-29.13895130157471,-91.87841796875,-63.35734748840332,71.0,54.0,71.0,6,5,False
gpt2,trigram,1233,That came after the whistle had been blown,He kicked after the whistle had been blown,A mother of the Monmouth had been extended,-7.0234375,-32.01131153106689,-30.89270257949829,-90.004638671875,-97.028076171875,-30.456223964691162,-89.878173828125,-62.467535495758064,63.0,49.0,63.0,7,6,False
gpt2,trigram,1315,I wish we could spend that money here,I think we may have that conversation tomorrow,I wish you to lose any money for,-9.08349609375,-30.860037326812744,-30.543132305145264,-81.18798828125,-90.271484375,-17.358752727508545,-81.0009765625,-48.21879005432129,57.0,92.0,92.0,7,9,False
gpt2,trigram,1340,He is in the unbelievable emotional pain phase,He is in that grayish toed rest phase,He was perhaps the trampoline enough wits upon,-16.653564453125,-49.85901212692261,-49.70628643035889,-105.259521484375,-121.9130859375,-34.15468978881836,-104.781982421875,-84.01370191574097,29.0,34.0,34.0,0,0,False
gpt2,trigram,1382,I definitely wish they had more subtle designs,I sorta wish they had more cool costumes,I shall know we were little artistic career,-9.74365234375,-35.947714805603034,-35.57618618011474,-92.853759765625,-102.597412109375,-32.86704683303833,-92.5693359375,-68.81476163864136,53.0,38.0,53.0,4,4,False
gpt2,trigram,1402,It sounds like you both want something else,It looks like we may need something different,It sounds like you as if all else,-5.101318359375,-29.368146896362305,-29.333374977111816,-80.328369140625,-85.4296875,-19.50899600982666,-79.8212890625,-48.877142906188965,74.0,82.0,82.0,8,9,False
gpt2,trigram,1417,Or do they have some sort of autism,Or maybe I overlooked some kind of typo,Where do I have no problem of players,-19.8955078125,-35.20329713821411,-35.192680835723884,-84.0263671875,-103.921875,-17.815165996551517,-83.613525390625,-53.01846313476562,22.0,89.0,89.0,4,8,False
gpt2,trigram,1464,I got my own thing going on now,I got my own thing going on now,I am my own thing going on inside,0.0,-29.02720308303833,-29.02720308303833,-79.249267578125,-79.249267578125,-8.392184257507324,-79.175537109375,-37.41938734054565,95.5,98.0,98.0,8,9,False
gpt2,trigram,1570,One I believe has weird neon yellow wheels,Photo he submitted shows grainy grayish brownish coloration,Those who appreciates being whiny siding yellow leopard,-29.967529296875,-53.114845752716064,-52.31213760375977,-115.29638671875,-145.263916015625,-45.55902242660522,-115.180908203125,-98.67386817932129,5.0,12.0,12.0,0,0,False
gpt2,trigram,1571,The burden of details is hers to bear,The burden of avenge is hers to bear,The album also achieved extensive bribed to Brest,-6.460205078125,-35.34451246261597,-34.615100383758545,-102.143798828125,-108.60400390625,-52.34952259063721,-99.3095703125,-87.69403505325317,67.0,5.0,67.0,4,1,False
gpt2,trigram,1624,The account is more than one day old,This email is less than one minute old,This review was more than one million that,-15.99658203125,-29.66238164901733,-28.462710857391357,-86.2060546875,-102.20263671875,-24.366508960723877,-85.848388671875,-54.02889060974121,31.0,67.0,67.0,8,7,True
gpt2,trigram,1642,Who happens to also be infinity years old,Today appears to well be Stonewall year one,Canada appointed to or be junior years ago,-22.59375,-46.31821823120117,-46.31678819656372,-104.35546875,-126.94921875,-35.01341390609741,-104.085693359375,-81.33163213729857,17.0,31.0,31.0,1,1,True
gpt2,trigram,1644,I feel like this was a vibe check,I feel like this needs a vibe generator,Republicans argue that there was a rambled television,-4.400634765625,-38.635490894317634,-38.61287546157837,-95.3447265625,-99.745361328125,-31.118483066558838,-94.537841796875,-69.75397396087646,77.0,44.0,77.0,3,4,False
gpt2,trigram,1691,He is unable to adjust his right mirror,He appears onscreen and wields his crescent blade,He is unable to score his stepson mirror,-27.372314453125,-41.62910223007202,-40.08180046081543,-96.564697265625,-123.93701171875,-21.55426263809204,-95.7880859375,-63.18336486816406,9.0,77.0,77.0,2,3,False
gpt2,trigram,1697,They also use the hair thing with animals,They also use the gosh thing on alligators,They then defeated the hair turned slowly sipped,-18.2431640625,-44.30590009689331,-43.943881034851074,-97.5185546875,-115.76171875,-29.767897129058838,-97.2568359375,-74.07379722595216,25.0,53.0,53.0,1,3,False
gpt2,trigram,1732,And I agree the build up was phenomenal,However I though the read itself was aces,And not allowed the band up more cause,-21.529296875,-40.698917865753174,-40.665989875793464,-95.8896484375,-117.4189453125,-23.71785688400269,-95.748779296875,-64.41677474975586,20.0,72.0,72.0,2,3,False
gpt2,trigram,1745,Thank you for being one that stands up,Thank you for being somebody that speaks up,Thank you for not cleaning that works for,-14.527587890625,-32.305851459503174,-32.18383455276489,-81.7314453125,-96.259033203125,-16.52581262588501,-81.6435546875,-48.831664085388184,36.0,95.0,95.0,6,8,False
gpt2,trigram,1755,It helps with making the board water resistant,This helps with making the paste water resistant,It rests with court ordered aloft blaring reelected,-2.714111328125,-37.53192663192749,-37.340865135192864,-103.59716796875,-106.311279296875,-56.359022617340095,-103.4833984375,-93.89094924926758,84.0,2.0,84.0,3,1,False
gpt2,trigram,1840,Your video game crush will be around forever,Yours video game brilliance will be immortal forever,Security video game pitting will be so perfectly,-21.912109375,-42.92067766189575,-42.22025871276856,-98.87255859375,-120.78466796875,-31.022990226745605,-97.997314453125,-73.94366788864136,18.0,46.0,46.0,1,2,False
gpt2,trigram,1926,Use this gospel absolutely all over the place,Plus this byproduct imp all over the place,Whenever this court subdue all over the past,-13.5185546875,-44.04908037185669,-44.02406454086304,-100.895751953125,-114.414306640625,-29.86427879333496,-100.504150390625,-73.91335916519166,41.0,52.0,52.0,1,1,False
gpt2,trigram,1930,That is what I was hoping to hear,That is what I am aiming to achieve,This is why I felt like to hear,-3.693359375,-23.13638925552368,-22.36927318572998,-76.04345703125,-79.73681640625,-18.608289241790768,-75.81884765625,-41.74467849731445,80.0,88.0,88.0,9,9,False
gpt2,trigram,1968,Was in a phase of not drinking much,Currently in a phase of not planning anymore,Based in a hasty bit more we all,-8.8896484375,-39.20544099807739,-38.23801279067993,-96.7939453125,-105.68359375,-31.058754920959476,-96.671630859375,-70.26419591903687,58.0,45.0,58.0,3,3,False
gpt2,trigram,1973,I literally use the scroll and nothing happens,I firstly sip my potion but nothing happens,From any use the utmost that many more,-32.12109375,-44.18869066238403,-42.068903923034675,-95.060302734375,-127.181396484375,-24.307138442993164,-94.96630859375,-68.49582910537721,2.0,68.0,68.0,1,4,False
gpt2,trigram,1990,You could upload the files to a Mega,You should upload these files to your normalize,Republicans can upload your replays were of protons,-11.851806640625,-34.907994270324714,-34.46040439605713,-101.99462890625,-113.846435546875,-53.95833587646485,-101.864013671875,-88.86633014678955,47.0,4.0,47.0,5,1,False
gpt2,trigram,1997,Bold of you to assume it improved society,Asking of someone to rate strangers according toed,Rescuers scrambled on to assume both tamed society,-31.373046875,-52.39872455596924,-52.27293062210083,-110.224609375,-141.59765625,-57.57469177246094,-108.190185546875,-109.97341632843019,4.0,1.0,4.0,0,0,True
gpt2,trigram,2018,Might as well get used to it now,Might as well get used to it now,Might as well get used to it again,0.0,-21.21991539001465,-21.21991539001465,-78.396728515625,-78.396728515625,-5.227582931518555,-78.002197265625,-26.447498321533203,95.5,100.0,100.0,9,9,False
gpt2,trigram,2024,Honestly a lot of ports have that problem,Frankly a lot of staffs have that problem,Fearing a rise of this control her sobs,-15.400146484375,-39.10410737991333,-37.756701469421394,-94.28759765625,-109.687744140625,-41.02623081207275,-93.819580078125,-80.13033819198607,33.0,19.0,33.0,3,4,False
gpt2,trigram,2034,It was the first game I beat too,It was the hot washer I washes with,It was the deadliest since your only realistic,-29.898193359375,-33.747323036193855,-32.85212469100952,-86.7705078125,-116.668701171875,-26.972774028778076,-86.62255859375,-60.720097064971924,6.0,61.0,61.0,6,7,False
gpt2,trigram,2040,The most that staff works on is skins,The mainstay that Amor lives off is ich,The most amazing staff officers to constitutional reaped,-28.94677734375,-52.59880256652832,-51.42580270767212,-110.115478515625,-139.062255859375,-36.74387168884277,-109.27197265625,-89.3426742553711,8.0,27.0,27.0,0,0,False
gpt2,trigram,2041,Good customer service and very close to downtown,Great customer service and really close to downtown,Another customer service and those close to running,-3.7197265625,-34.66716194152832,-34.192289352416985,-89.010498046875,-92.730224609375,-26.4585485458374,-88.30224609375,-61.12571048736572,79.0,63.0,79.0,5,6,False
gpt2,trigram,2049,Those additional details paint a very different picture,Those readership stats paint a very different picture,Every endgame peeling paint a very nice people,-10.509033203125,-34.04863548278809,-34.03275346755981,-98.612548828125,-109.12158203125,-41.25924062728882,-98.10986328125,-75.3078761100769,50.0,18.0,50.0,6,2,True
gpt2,trigram,2105,Last year my youngest brother was in town,This fall my youngest child is starting preschool,One night my housemates sister was in fact,-31.91357421875,-34.75755882263184,-34.15121126174927,-83.44384765625,-115.357421875,-20.328351497650143,-82.92919921875,-55.085910320281975,3.0,79.0,79.0,5,8,False
gpt2,trigram,2131,The expression on its face is so cat,The writing on its face is almost embarrass,The justices in your face is scarred tributaries,-9.6630859375,-37.64074802398681,-37.628331184387214,-95.458251953125,-105.121337890625,-38.174171447753906,-95.306640625,-75.81491947174072,54.0,26.0,54.0,3,4,False
gpt2,trigram,2169,Obviously he had some growing up to do,Sure he had some growing up to do,Will she had on cases linked to last,-0.564208984375,-27.17734956741333,-26.456937313079834,-88.88134765625,-89.445556640625,-43.41818380355835,-88.70751953125,-70.5955333709717,88.0,15.0,88.0,9,6,False
gpt2,trigram,2181,Starting him if my boy Adams is out,Min out if either guy evens is aced,Rescuers between if my router psilocybin itself felt,-25.47705078125,-55.24135255813599,-55.18047714233398,-117.0078125,-142.48486328125,-54.91462326049805,-116.447998046875,-110.15597581863405,14.0,3.0,14.0,0,0,False
gpt2,trigram,2252,Pretty much every bit of tech does it,Pretty much every area of endeavor has one,Pretty much every occasion of my support person,-9.536376953125,-36.18150520324707,-36.04175567626953,-88.937744140625,-98.47412109375,-19.15332698822021,-88.48876953125,-55.334832191467285,55.0,84.0,84.0,4,6,False
gpt2,trigram,2254,Then they charge you extra for doing that,And they pay us peanuts for doing that,Then they ask you or for all that,-12.540771484375,-33.38534688949585,-32.654295444488525,-87.66259765625,-100.203369140625,-18.896367549896237,-87.11376953125,-52.28171443939209,45.0,87.0,87.0,6,7,False
gpt2,trigram,2324,How long you were going at that speed,However long you are running at one speed,How kind you were out at a later,-17.612060546875,-35.689408302307136,-35.213217735290534,-85.5986328125,-103.210693359375,-22.70643949508667,-85.1640625,-58.39586067199707,28.0,75.0,75.0,4,7,False
gpt2,trigram,2391,I want to hold my man like this,I wanted to hold my husband like this,We want to let that behavior like this,-3.602294921875,-29.076578617095947,-28.76480197906494,-83.30126953125,-86.903564453125,-16.597349166870114,-83.225341796875,-45.673929691314704,81.0,94.0,94.0,8,8,False
gpt2,trigram,2401,It looks like a bottle opener to me,It looks like a bottle cap to me,It is like a decent enough to justify,-2.74072265625,-25.035085201263428,-25.02822685241699,-81.459228515625,-84.199951171875,-25.038257598876953,-81.045166015625,-50.07334280014038,83.0,66.0,83.0,9,9,True
gpt2,trigram,2428,You have been ignorant on all your points,You have been imp on two wrong days,There had been posthumously exonerate all your phone,-24.51171875,-41.384941577911384,-40.60834503173828,-92.012939453125,-116.524658203125,-35.40780830383301,-91.16552734375,-76.79274988174437,15.0,28.0,28.0,2,5,False
gpt2,trigram,2474,I was expecting so Guys we did it,I was like och biggie done got it,I am expecting so bigoted friends know about,-21.827392578125,-49.19531011581421,-49.1944637298584,-99.593505859375,-121.4208984375,-20.052654743194577,-99.36572265625,-69.24796772003174,19.0,81.0,81.0,0,2,False
gpt2,trigram,2656,Please come back after gaining some more karma,Please come back after gaining some more Mana,But come along without them actually have bribed,-6.648193359375,-41.771859645843506,-41.165030002594,-96.801513671875,-103.44970703125,-26.559265613555908,-96.59130859375,-68.3311252593994,65.0,62.0,65.0,2,3,False
gpt2,trigram,2737,Battery is dying prematurely and people are complaining,Leningrad is lessening rapidly and people are returning,Information is dying left while and were happy,-14.51025390625,-45.68512010574341,-45.66265869140625,-105.610595703125,-120.120849609375,-40.747090816497796,-105.50537109375,-86.43221092224121,37.0,20.0,37.0,1,0,False
gpt2,trigram,2794,Then it counts how many electrons bounce back,Then it counts how many photons bounce off,Then it dons yet many electrons are tightly,-7.14697265625,-40.320904731750495,-39.79001808166504,-97.840087890625,-104.987060546875,-42.17294025421143,-96.93359375,-82.4938449859619,62.0,17.0,62.0,2,3,False
gpt2,trigram,2836,I have a phone dock that plays music,I mean a phone thingy that plays music,I got this scar wager that tumbling while,-7.018310546875,-37.96332931518555,-37.81931638717651,-101.754638671875,-108.77294921875,-42.42647886276245,-101.697509765625,-80.389808177948,64.0,16.0,64.0,3,1,False
gpt2,trigram,2901,Watch zero suit be banned from all tournaments,Let offs heh he banned from offline tournaments,Give ear counterattack be banned from attending consented,-26.114013671875,-52.08874034881592,-52.03825283050537,-113.927001953125,-140.041015625,-46.629454612731934,-112.97021484375,-98.71819496154785,13.0,11.0,13.0,0,0,False
gpt2,trigram,2949,Each action has an equal and opposite reaction,Each action has an equal and opposite reaction,Each battalion had an equal and opposite reaction,0.0,-22.77821254730225,-22.77821254730225,-81.772216796875,-81.772216796875,-21.920308589935303,-81.0693359375,-44.69852256774902,95.5,76.0,95.5,9,8,False
gpt2,trigram,2959,The media does not tell that story however,The headline does not tell that story adequately,The passenger does not include that this yearning,-11.429443359375,-34.292475700378425,-33.94076108932495,-90.43994140625,-101.869384765625,-30.864885330200195,-89.4033203125,-65.15735578536986,48.0,48.0,48.0,6,5,False
gpt2,trigram,2969,We will be hosting our first race tomorrow,We will be unveiling our next product shortly,You will begin withdrawing troops first race since,-16.0322265625,-31.931868076324463,-31.846866130828857,-96.421630859375,-112.453857421875,-39.730474948883064,-96.349609375,-71.66234922409058,30.0,24.0,30.0,7,3,False
gpt2,trigram,3011,Give her an ultimatum and stick to it,Make this an expectation and stick to it,Give me an ultimatum and return to do,-13.787353515625,-31.813235759735107,-30.56527328491211,-83.165283203125,-96.95263671875,-16.655978679656982,-82.26904296875,-48.46922016143799,40.0,93.0,93.0,7,8,False
gpt2,trigram,3078,Your post has been removed per our rules,Your post has been removed per our rules,Your body has been attacked or moths of,0.0,-29.98712253570557,-29.98712253570557,-100.018798828125,-100.018798828125,-51.56722831726074,-99.309326171875,-81.55434226989745,95.5,7.0,95.5,8,2,False
gpt2,trigram,3091,Great video but would be better with sound,Great video but would be better with sound,Leave personal planning would have shot and mortally,0.0,-34.576696395874016,-34.576696395874016,-101.13916015625,-101.13916015625,-48.15132713317871,-100.3251953125,-82.72802352905273,95.5,10.0,95.5,5,1,False
gpt2,trigram,3109,Way too many variables to take into account,There so many variables to take into account,Far too many opportunities to take into account,-8.884033203125,-27.982773780822754,-27.36691188812256,-79.17578125,-88.059814453125,-7.7163429260253915,-78.327880859375,-35.69911670684815,59.0,99.0,99.0,9,9,False
gpt2,trigram,3164,It was both a riot and an uprising,There is both a rebellion and an uprising,He appeared as a hardcover and more uprising,-4.2021484375,-31.531962871551514,-31.509398460388184,-91.233642578125,-95.435791015625,-33.206478118896484,-90.844970703125,-64.738440990448,78.0,37.0,78.0,7,5,False
gpt2,trigram,3167,Kind of tells me something about your personality,Kind of tells me something about his personality,Kind of like reading everything on my dear,-0.078125,-33.7493257522583,-32.787654399871826,-86.518798828125,-86.596923828125,-18.968350410461426,-85.776123046875,-52.71767616271973,89.0,86.0,89.0,6,7,False
gpt2,trigram,3204,Not everyone is cut out for the challenge,Not everyone is cut out for that lifestyle,Not everyone is cut out for the wrong,-6.008544921875,-24.954079627990726,-24.39416790008545,-81.114501953125,-87.123046875,-10.448079109191896,-80.658447265625,-35.40215873718262,70.0,97.0,97.0,9,9,False
gpt2,trigram,3233,But striking first is not the right solution,Unfortunately forking forked is not the right solution,State prosecutors first question that the right calls,-17.790771484375,-36.19775819778442,-34.61054944992065,-94.668212890625,-112.458984375,-32.31151962280273,-92.8203125,-68.50927782058716,26.0,39.0,39.0,4,4,True
gpt2,trigram,3243,I race to mute the sound every time,I washes for perfecting the swirls each time,She waded to mute the dicks long time,-26.85107421875,-43.66359853744507,-43.55830097198486,-98.157470703125,-125.008544921875,-28.96792697906494,-97.802978515625,-72.63152551651002,11.0,56.0,56.0,1,2,False
gpt2,bigram,65,We decided to try and make things work,We decided to try and make that work,She returned to go and by any wrongdoing,-1.2900390625,-26.6643705368042,-26.239545345306396,-100.2646484375,-101.5546875,-34.199369430541985,-100.123779296875,-60.86373996734619,83.0,56.0,83.0,8,8,False
gpt2,bigram,84,Dude is looking at someone with horse eyes,Shelly is looking at Ruby with imp eyes,Seeing is responsible for us whose name endgame,-21.7705078125,-45.1257004737854,-45.11345434188843,-119.12060546875,-140.89111328125,-34.30441999435425,-119.016845703125,-79.43012046813966,16.0,54.0,54.0,1,2,False
gpt2,bigram,124,Then simply hang it on your towel rack,Then simply mount it on your gear rack,When shall love them into his seatbelt googling,-6.153564453125,-35.329642295837395,-34.50970506668091,-120.430908203125,-126.58447265625,-68.4240837097168,-120.289306640625,-103.7537260055542,66.0,1.0,66.0,5,1,False
gpt2,bigram,168,Eating a candy which fell on the floor,Bar a silverware drawer slammed to the floor,Fearing for candy which included on the basis,-23.37548828125,-41.28616523742676,-41.16462182998657,-114.0224609375,-137.39794921875,-33.234893798828125,-113.038330078125,-74.52105903625487,14.0,60.0,60.0,3,3,False
gpt2,bigram,190,Americans mostly want to keep it in America,Americans onshore want to keep it in place,Upon rationally related to keep track in her,-7.02197265625,-35.39907646179199,-35.341580152511604,-110.0546875,-117.07666015625,-41.0635576248169,-109.984130859375,-76.46263408660889,63.0,28.0,63.0,4,5,False
gpt2,bigram,203,You are the one putting out misleading information,You are the one putting out negative information,There were at one good swimmers where information,-0.476318359375,-32.113486766815186,-32.077372550964355,-113.446533203125,-113.9228515625,-40.563522815704346,-113.267578125,-72.67701625823975,89.0,30.0,89.0,6,3,False
gpt2,bigram,211,To not let emotions do the talking first,To just let emotion do the talking insecurities,To be intellectually emotions resurfacing an ala kite,-8.045166015625,-42.6195240020752,-42.13930988311768,-123.76611328125,-131.811279296875,-49.60079765319824,-123.0400390625,-92.22032499313354,57.0,10.0,57.0,2,0,False
gpt2,bigram,243,He does it out of legitimate self interest,He does it out of pure self belief,How does not guilty of money fruit bodies,-4.3720703125,-30.72505235671997,-30.281814098358154,-105.697509765625,-110.069580078125,-44.828431129455566,-105.247314453125,-75.55348396301271,70.0,19.0,70.0,7,7,False
gpt2,bigram,320,Looks like the Sun has taken another victim,Looks like the drought finally claims another victim,So after a matter is certain other inhumane,-17.152587890625,-39.921910762786865,-37.92862844467163,-110.695068359375,-127.84765625,-33.530420303344734,-110.489990234375,-73.4523344039917,23.0,59.0,59.0,3,4,False
gpt2,bigram,321,Speak a common language where everyone is included,Speak a universal language so everybody feels understood,Come what beheading of your goal was unimpressed,-8.91455078125,-43.93739700317383,-43.67979145050049,-119.544677734375,-128.459228515625,-41.321741580963135,-119.085205078125,-85.25913953781128,52.0,27.0,52.0,1,2,False
gpt2,bigram,395,What can men do against such reckless hate,Little can one do against such imp ist,Officials with large as yet an preaches hate,-22.55224609375,-43.21277666091919,-42.49619102478027,-124.3798828125,-146.93212890625,-46.96402406692505,-123.6923828125,-90.17680072784424,15.0,13.0,15.0,2,0,True
gpt2,bigram,437,That would be a great thing to have,That would be a nice thing to have,We can be a year and that he,-1.1875,-20.68858814239502,-20.32601547241211,-97.079833984375,-98.267333984375,-31.015015602111816,-96.509765625,-51.70360374450684,86.0,74.0,86.0,9,9,True
gpt2,bigram,455,But it has definitely gotten out of hand,But it has quickly gotten out of hand,If it has experienced anything up my family,-6.758544921875,-26.27402400970459,-25.40072250366211,-104.3271484375,-111.085693359375,-32.80974721908569,-104.13720703125,-59.08377122879028,65.0,63.0,65.0,8,7,True
gpt2,bigram,488,There is a companion website out there somewhere,There is another ticketing scam out there though,He was a change many shall there somewhere,-13.12255859375,-38.53677415847778,-37.778692722320564,-111.40966796875,-124.5322265625,-31.288912773132324,-110.970458984375,-69.82568693161011,37.0,72.0,72.0,3,4,False
gpt2,bigram,516,There are different kinds of cholesterol my friend,There are three kinds of imp ist intents,We all those kinds of wagging her life,-27.529296875,-39.312617301940925,-38.669029235839844,-107.00732421875,-134.53662109375,-25.18563175201416,-105.548828125,-64.49824905395508,4.0,96.0,96.0,3,6,False
gpt2,bigram,522,Surely the hour waiting lines are just necessary,Admittedly these pun tailed designations are imp facto,Let her letter waiting results are generally puked,-48.039794921875,-58.73594570159912,-58.00071430206299,-119.975830078125,-168.015625,-25.845823764801025,-119.809814453125,-84.5817732810974,1.0,94.0,94.0,0,1,False
gpt2,bigram,540,Smoking it has been the best for sure,Leisure inactivity has been deemed adverse for health,Rescuers and has to the case you actually,-27.449951171875,-45.59387016296387,-45.16138172149658,-110.04931640625,-137.499267578125,-31.460736751556396,-109.99365234375,-77.05459880828856,5.0,70.0,70.0,1,5,False
