sentence_pair,subjects_majority_vote,sentence1,sentence2,probability_sentence1,probability_sentence2
Never just a handful of perfectly round spots_This free but I do appreciate any donations,1.0,Never just a handful of perfectly round spots,This free but I do appreciate any donations,-37.14653095602989,-41.60756206512451
No point getting an innocent person in trouble_No use getting an innocent person into trouble,1.0,No point getting an innocent person in trouble,No use getting an innocent person into trouble,-32.71962821483612,-34.18867218494415
Non sic est par dem qui avant lieu_Our uncompromising unsatisfactory as it comes to unforgettable,2.0,Non sic est par dem qui avant lieu,Our uncompromising unsatisfactory as it comes to unforgettable,-68.45923209190369,-69.06057763844728
Not nearly enough test kits to go around_Not nearly enough towing clout to go around,1.0,Not nearly enough test kits to go around,Not nearly enough towing clout to go around,-31.14373454451561,-39.992414474487305
Not nearly enough test kits to go around_People with enough military history to fit her,1.0,Not nearly enough test kits to go around,People with enough military history to fit her,-31.14373454451561,-48.03568625450134
Or you are the wrong type of engineer_Then you are the wrong kind of lawyer,2.0,Or you are the wrong type of engineer,Then you are the wrong kind of lawyer,-29.95128333568573,-30.123788058757782
People need to be ready to do so_The person you were before you found them,1.0,People need to be ready to do so,The person you were before you found them,-20.86641824245453,-36.55808508396149
Perhaps take a walk around the trailer park_Where faces my mom for a creature dearly,1.0,Perhaps take a walk around the trailer park,Where faces my mom for a creature dearly,-31.07501482963562,-66.09449458122253
Peter Wanting him to do a press conference_Problem is the skill options are always bad,2.0,Peter Wanting him to do a press conference,Problem is the skill options are always bad,-43.82266762852669,-36.74548852443695
Phantom menace was the best star wars movie_You can give report about your suspended account,1.0,Phantom menace was the best star wars movie,You can give report about your suspended account,-48.93037462234497,-44.54090964794159
Please contain all but feel your starting playing_Please correct this and submit your post again,2.0,Please contain all but feel your starting playing,Please correct this and submit your post again,-67.51232576370239,-30.557525277137756
Please read the recent mod post before commenting_This Is The Sound Just Made The Beat,1.0,Please read the recent mod post before commenting,This Is The Sound Just Made The Beat,-36.97343146800995,-51.12599015235901
President Trump threatens to storm the White House_West Surrey refused to form the White House,1.0,President Trump threatens to storm the White House,West Surrey refused to form the White House,-25.584781308221864,-43.708589658141136
President Trump threatens to storm the White House_When Trump refuses to leave the White House,2.0,President Trump threatens to storm the White House,When Trump refuses to leave the White House,-25.584781308221864,-30.64922170905629
Same goes for a lot of other planes_lot goes planes other Same for of a,1.0,Same goes for a lot of other planes,lot goes planes other Same for of a,-21.082478756085038,-68.82736873626709
She cited a recent convert to his heels_This is a good push to find something,2.0,She cited a recent convert to his heels,This is a good push to find something,-53.60361647605896,-33.31225097179413
She was a trampoline kidnappings and unconditionally Gloucester_Table shows the normalized sic and est ratios,2.0,She was a trampoline kidnappings and unconditionally Gloucester,Table shows the normalized sic and est ratios,-81.30944149196148,-54.44655358791351
Sit at the front and break your neck_Stand near the cafe and sip your coffee,2.0,Sit at the front and break your neck,Stand near the cafe and sip your coffee,-29.302414536476135,-27.5698424577713
Soon I will have no reason to live_What we always been no idea for it,1.0,Soon I will have no reason to live,What we always been no idea for it,-24.71568164229393,-49.005948066711426
Stock options could have a very valuable liquidity_could have a very liquidity Stock valuable options,1.0,Stock options could have a very valuable liquidity,could have a very liquidity Stock valuable options,-40.48275351524353,-68.07539963722229
Suppose they were not dignified in their favor_Today things were finally turning in her favor,2.0,Suppose they were not dignified in their favor,Today things were finally turning in her favor,-36.54423427581787,-32.58049365878105
Table shows the normalized sic and est ratios_What is the minimum ram and flu requirement,1.0,Table shows the normalized sic and est ratios,What is the minimum ram and flu requirement,-54.44655358791351,-57.64274299144745
Territorial disputes and war are found in nature_The only obligatory subjects are maths and english,1.0,Territorial disputes and war are found in nature,The only obligatory subjects are maths and english,-32.599084351211786,-46.27767711877823
That includes becoming President of the United States_That includes bribing President of the United States,1.0,That includes becoming President of the United States,That includes bribing President of the United States,-22.42320866137743,-36.706601694226265
That was my biggest quality about heist mode_That was my last words about Pearl harboring,1.0,That was my biggest quality about heist mode,That was my last words about Pearl harboring,-49.085158467292786,-50.751139879226685
The account is more than one day old_The syndication was less than one minute longer,1.0,The account is more than one day old,The syndication was less than one minute longer,-28.913906574249268,-40.91036796569824
The hypocrisy facing circumcision is important than misdemeanor_The vowel in wolf is more like wool,2.0,The hypocrisy facing circumcision is important than misdemeanor,The vowel in wolf is more like wool,-67.76708471775055,-47.57083225250244
The local extremists applauded by no more unorthodox_The official Guinness webpage is slightly less comprehensive,2.0,The local extremists applauded by no more unorthodox,The official Guinness webpage is slightly less comprehensive,-72.22105836868286,-50.65050995349884
The one thing everyone had though was excel_everyone The one had was excel though thing,1.0,The one thing everyone had though was excel,everyone The one had was excel though thing,-46.05639374256134,-65.85684394836426
The people in the restaurants have been working_working restaurants the people been The in have,1.0,The people in the restaurants have been working,working restaurants the people been The in have,-35.29779517650604,-70.09924507141113
The rule this post violated is outlined below_What ordinance this authority enforces is specified below,1.0,The rule this post violated is outlined below,What ordinance this authority enforces is specified below,-42.053201496601105,-47.492141008377075
The second lie was from the movie taxi_from was movie The second the taxi lie,1.0,The second lie was from the movie taxi,from was movie The second the taxi lie,-50.38187885284424,-69.92696285247803
The shape of your body is incredible though_The shine of your eyes is kind hearted,1.0,The shape of your body is incredible though,The shine of your eyes is kind hearted,-35.69252127408981,-41.15136107802391
The shape of your body is incredible though_The video of your focus is disproportionately friends,1.0,The shape of your body is incredible though,The video of your focus is disproportionately friends,-35.69252127408981,-56.060789465904236
There are more than just contemplates to consider_There were more than extensive batting critical abroad,1.0,There are more than just contemplates to consider,There were more than extensive batting critical abroad,-39.01332640647888,-62.357643604278564
There are probably two root feelings in this_There are too great internships Mulder with it,1.0,There are probably two root feelings in this,There are too great internships Mulder with it,-35.51889908313751,-67.02143430709839
There is more than just batting to cricket_There were more than extensive batting critical abroad,1.0,There is more than just batting to cricket,There were more than extensive batting critical abroad,-39.04298555850983,-62.357643604278564
There is rich finds from the Bronze Age_There were no guns in the Bronze Age,2.0,There is rich finds from the Bronze Age,There were no guns in the Bronze Age,-39.51918534561992,-29.338348299264908
There might appear to be stricter curbs needed_There only had to be infinitely Barr receptors,1.0,There might appear to be stricter curbs needed,There only had to be infinitely Barr receptors,-45.33335109427571,-60.89196592569351
There was a strong reaction to that art_There was no hostile reaction to that takeover,1.0,There was a strong reaction to that art,There was no hostile reaction to that takeover,-31.528374671936035,-32.8164479136467
They believe they have a right to steal_They think they have a right to picket,1.0,They believe they have a right to steal,They think they have a right to picket,-26.82272982224822,-31.256781481206417
This will be reconstructing in the coming weeks_You will be brides for our celestial princes,1.0,This will be reconstructing in the coming weeks,You will be brides for our celestial princes,-37.15830725431442,-50.47560214996338
Those would be the main pool of units_pool be Those would units the of main,1.0,Those would be the main pool of units,pool be Those would units the of main,-35.48663556575775,-71.2819185256958
Triple doubles are the only stat that matters_What is the best new dip to buying,1.0,Triple doubles are the only stat that matters,What is the best new dip to buying,-28.120257019996643,-46.20494902133942
Ultimately this damned if I intentionally spell slots_Would be easy if we could reorganize able,2.0,Ultimately this damned if I intentionally spell slots,Would be easy if we could reorganize able,-64.57528758049011,-45.43334874510765
Use whatever you want and just have fun_and want whatever just Use have fun you,1.0,Use whatever you want and just have fun,and want whatever just Use have fun you,-22.66097655892372,-66.95841979980469
We cuddle regularly splendid courage to this report_We invested time and money on this game,2.0,We cuddle regularly splendid courage to this report,We invested time and money on this game,-73.74473321437836,-28.335525929927826
We had a blast drill out of spawn_We have a mere sentiment smacks of stairs,1.0,We had a blast drill out of spawn,We have a mere sentiment smacks of stairs,-45.691660046577454,-60.00389777123928
You can feed me more ridge like that_You can find way better products than these,2.0,You can feed me more ridge like that,You can find way better products than these,-44.10850393772125,-33.66618037223816
You could have someone read the do now_You would then just flip them outwards horizontally,2.0,You could have someone read the do now,You would then just flip them outwards horizontally,-45.23853421211243,-45.83789300918579
You should congratulate your course when you enroll_You should rotate your photos before you post,2.0,You should congratulate your course when you enroll,You should rotate your photos before you post,-42.1322218477726,-34.669177174568176
Your work sees that and pays you accordingly_and accordingly you Your that work sees pays,1.0,Your work sees that and pays you accordingly,and accordingly you Your that work sees pays,-41.348798006772995,-72.84954226016998
A delicious fried dough covered with cinnamon sugar_This is an unbelievably low bar for compatibility,2.0,A delicious fried dough covered with cinnamon sugar,This is an unbelievably low bar for compatibility,-38.93309462070465,-33.43075346946716
A new term needed creating for your type_A two Strand Gene coincidentally is one example,1.0,A new term needed creating for your type,A two Strand Gene coincidentally is one example,-50.804269790649414,-68.2385823726654
A whole history of kisses just so right_A whole season of rest is so nice,2.0,A whole history of kisses just so right,A whole season of rest is so nice,-51.10213989019394,-37.84878981113434
Add remaining ingredients and shake vigorously with ice_Gave me chills and I started sweating profusely,1.0,Add remaining ingredients and shake vigorously with ice,Gave me chills and I started sweating profusely,-29.915055990219116,-34.727154046471696
All of you get to have your feelings_Both of you get to keep your axes,1.0,All of you get to have your feelings,Both of you get to keep your axes,-30.140719175338745,-31.846641659736633
All of you love to feel my words_Both of you get to keep your axes,2.0,All of you love to feel my words,Both of you get to keep your axes,-35.334253787994385,-31.846641659736633
Although this blog does depart from that Mark_Good a Gaga shopping break into one woman,1.0,Although this blog does depart from that Mark,Good a Gaga shopping break into one woman,-46.795681953430176,-67.06494283676147
Always nice to see the games numbers up_I just know they have been done before,2.0,Always nice to see the games numbers up,I just know they have been done before,-36.87042337656021,-28.809866964817047
Am more a science guy you can say_Would love to see more Tony Hawk games,2.0,Am more a science guy you can say,Would love to see more Tony Hawk games,-46.291194438934326,-29.399333462119102
An infamous Austin Powers quote comes to mind_Seems pretty shallow until he left the road,1.0,An infamous Austin Powers quote comes to mind,Seems pretty shallow until he left the road,-36.897399393841624,-45.00119948387146
An move still expressed difficult consequences and variety_Some people just need less contact and support,2.0,An move still expressed difficult consequences and variety,Some people just need less contact and support,-65.48134529590607,-36.91416883468628
And I love the quality of this pic_of pic love I quality this And the,1.0,And I love the quality of this pic,of pic love I quality this And the,-29.067184060811996,-69.52677822113037
And actually bought them in a hobby shop_in them a actually bought shop hobby And,1.0,And actually bought them in a hobby shop,in them a actually bought shop hobby And,-38.78296762704849,-71.14982604980469
And are roads in the quintessential paranoid schizophrenic_Today exists part of the folklore collection och,2.0,And are roads in the quintessential paranoid schizophrenic,Today exists part of the folklore collection och,-58.41380540281534,-57.82851380109787
And forth was the Silver factor for sic_So strength is a limiting factor for beginners,2.0,And forth was the Silver factor for sic,So strength is a limiting factor for beginners,-64.59722006320953,-34.412003856152296
And now that should have been a penalty_Many think that should have been a penalty,2.0,And now that should have been a penalty,Many think that should have been a penalty,-28.91178649663925,-27.437403559684753
Any new growth is curled up and stunted_People tend to underestimate the power of nostalgia,2.0,Any new growth is curled up and stunted,People tend to underestimate the power of nostalgia,-44.9012190643698,-23.991482065990567
Anyways I generally use of a national disgrace_Guys I just thought of a funny joke,2.0,Anyways I generally use of a national disgrace,Guys I just thought of a funny joke,-56.969542264938354,-31.396087169647217
Anyways disciplining assailants jumped overboard and temperate regions_That girl plays jump rope with that line,2.0,Anyways disciplining assailants jumped overboard and temperate regions,That girl plays jump rope with that line,-89.22801898419857,-44.10159087181091
Artillery cannons are small caliber guns as well_I severely misunderstood this post at first glance,2.0,Artillery cannons are small caliber guns as well,I severely misunderstood this post at first glance,-36.21307551860809,-39.98032867908478
Asking of someone to rate strangers according toed_Bold of you to assume it improved society,2.0,Asking of someone to rate strangers according toed,Bold of you to assume it improved society,-61.98411331779789,-47.38753616809845
Associated Pac garde typewriter is a advent tool_General tools within characters is a good thing,2.0,Associated Pac garde typewriter is a advent tool,General tools within characters is a good thing,-78.63397681713104,-44.52698886394501
At least that is what the literature says_is literature the says At that what least,1.0,At least that is what the literature says,is literature the says At that what least,-21.220650374889374,-70.7238917350769
Authorities search will lead you to exactly no_Someone else may beat me to aced them,1.0,Authorities search will lead you to exactly no,Someone else may beat me to aced them,-53.39070671796799,-50.62131321430206
Authorities search will lead you to exactly no_Someone else might use you to attempt something,2.0,Authorities search will lead you to exactly no,Someone else might use you to attempt something,-53.39070671796799,-33.376460313797
Being bad feels good on A physical level_I never disrespect anyone without being disrespected first,2.0,Being bad feels good on A physical level,I never disrespect anyone without being disrespected first,-51.08984708786011,-44.74518275260925
Bet dat nobody putt dem golds to stone_Why would anyone waste good food like him,2.0,Bet dat nobody putt dem golds to stone,Why would anyone waste good food like him,-61.69767701625824,-39.34417009353638
Better to be running Windows Server for this_Communism is a transition from socialism to anarchism,2.0,Better to be running Windows Server for this,Communism is a transition from socialism to anarchism,-35.111172556877136,-23.32153445482254
Blah see me no more of a problem_Trump see you as more of a threat,2.0,Blah see me no more of a problem,Trump see you as more of a threat,-43.551948606967926,-32.45643877983093
Bonus points I lived in Canada during that_Create two separate strings for each file path,2.0,Bonus points I lived in Canada during that,Create two separate strings for each file path,-43.21243226528168,-32.553541243076324
But I agree this is pretty shitty behavior_Whatever is in the Box will become primary,1.0,But I agree this is pretty shitty behavior,Whatever is in the Box will become primary,-35.501613080501556,-37.28281629085541
But lost in civil and needed to pay_Mixed breeds make for happier and healthier dogs,2.0,But lost in civil and needed to pay,Mixed breeds make for happier and healthier dogs,-58.0984423160553,-30.13819581270218
But my initial post was far from toxic_Do a soil test before you start planting,1.0,But my initial post was far from toxic,Do a soil test before you start planting,-35.59746080636978,-26.37974601984024
But she did a waste precious root problem_If we violate a crackdown into inter pressure,1.0,But she did a waste precious root problem,If we violate a crackdown into inter pressure,-60.192057609558105,-71.89110517501831
But that has proved its worth I guess_Is life and what its like she said,1.0,But that has proved its worth I guess,Is life and what its like she said,-36.555571138858795,-46.265527844429016
But the special features disc is region locked_Healing from grief is never a linear process,2.0,But the special features disc is region locked,Healing from grief is never a linear process,-51.655197739601135,-28.996187299489975
Call me aching but I love this scent_Members of similar but I confess his bedside,1.0,Call me aching but I love this scent,Members of similar but I confess his bedside,-35.80470281839371,-59.33612358570099
Can I join my fellow humans of culture_Click comment notify your fellow bloggers using twitter,1.0,Can I join my fellow humans of culture,Click comment notify your fellow bloggers using twitter,-39.625312089920044,-55.777400493621826
Chapel semifinals trump sic Tchaikovsky of decorate decorating_His rationale incomes subculture delegations from nearby islands,2.0,Chapel semifinals trump sic Tchaikovsky of decorate decorating,His rationale incomes subculture delegations from nearby islands,-95.40207865647972,-85.01935505867004
Chart I usually prepare multiple blueprints per template_Yeah I usually do two space per scope,2.0,Chart I usually prepare multiple blueprints per template,Yeah I usually do two space per scope,-54.16471290588379,-53.60439133644104
Citing recent decades to cry which allows players_Unless she changes her mind and edits this,2.0,Citing recent decades to cry which allows players,Unless she changes her mind and edits this,-70.36265563964844,-30.932398915290833
Cops retaliate pipelines sourced spent a good thing_General tools within characters is a good thing,2.0,Cops retaliate pipelines sourced spent a good thing,General tools within characters is a good thing,-86.57665681838989,-44.52698886394501
Copyright holders have more power than a license_Send out your condolences and maybe visit him,1.0,Copyright holders have more power than a license,Send out your condolences and maybe visit him,-35.171048521995544,-35.492172598838806
Daily reminder that not everything is a clue_I would just be cautious before accepting work,2.0,Daily reminder that not everything is a clue,I would just be cautious before accepting work,-34.73572778701782,-41.113850116729736
Definitely not my intention to spread any negativity_It was ruined even more without the juries,1.0,Definitely not my intention to spread any negativity,It was ruined even more without the juries,-30.57277250289917,-44.51567363739014
Depends somewhat dimmed my alterations having this discussion_Make worse ago into obsess to its relationship,1.0,Depends somewhat dimmed my alterations having this discussion,Make worse ago into obsess to its relationship,-77.61907112598419,-72.67121171951294
Der ich var est och das ist mil_Hot aggravating circumstance I unintentionally severely unfairly misunderstood,2.0,Der ich var est och das ist mil,Hot aggravating circumstance I unintentionally severely unfairly misunderstood,-63.59040845930576,-74.01423680782318
Do you have any tips in gaining gems_You better not make a pun Ever again,1.0,Do you have any tips in gaining gems,You better not make a pun Ever again,-43.76866453886032,-45.06875967979431
Durant needs to stop settling for contested jumpers_You should have used the destination filter back,2.0,Durant needs to stop settling for contested jumpers,You should have used the destination filter back,-37.363688826560974,-42.97671163082123
Each little inch on the inches gets larger_Our team smuggled increasing its reliability was suspect,1.0,Each little inch on the inches gets larger,Our team smuggled increasing its reliability was suspect,-45.6040563583374,-72.23490834236145
Edit tab tray with tabs swiping around only_Several dorsal ecclesiastical drains sandbags Turnpike and Iran,1.0,Edit tab tray with tabs swiping around only,Several dorsal ecclesiastical drains sandbags Turnpike and Iran,-64.77686262130737,-99.4494145847857
Edit tab tray with tabs swiping around only_That last snowball had his clarinet in it,1.0,Edit tab tray with tabs swiping around only,That last snowball had his clarinet in it,-64.77686262130737,-52.39572620391846
Edit to one espresso shot per medium coffee_I purchased my galaxy Bell for christmas shopping,1.0,Edit to one espresso shot per medium coffee,I purchased my galaxy Bell for christmas shopping,-52.532925486564636,-60.07180565595627
Eisenhower National System of Interstate and Defense Highways_I amazed at the off the line speed,1.0,Eisenhower National System of Interstate and Defense Highways,I amazed at the off the line speed,-45.91818180680275,-45.44987607002258
Era I just thought about a boys name_Guys I just thought of a funny joke,2.0,Era I just thought about a boys name,Guys I just thought of a funny joke,-44.27539837360382,-31.396087169647217
Every damned day you bring me new gifts_Hopefully next week will have more new information,2.0,Every damned day you bring me new gifts,Hopefully next week will have more new information,-38.26561677455902,-28.578813552856445
Every endgame peeling paint a very nice people_Those additional details paint a very different picture,2.0,Every endgame peeling paint a very nice people,Those additional details paint a very different picture,-61.987361788749695,-28.580580111593008
Everyone gets this design or another similar one_From the last event with the cabinet scholars,1.0,Everyone gets this design or another similar one,From the last event with the cabinet scholars,-40.962133049964905,-48.19602191448212
Find a local based bank or credit union_Find local based a or credit bank union,1.0,Find a local based bank or credit union,Find local based a or credit bank union,-30.465662598609924,-60.06244468688965
Golf is also played around the world too_Jurors is already recovering along the starboard champion,1.0,Golf is also played around the world too,Jurors is already recovering along the starboard champion,-28.104030400514603,-69.39443266391754
Good thing you have your purple friend there_Now seems you left your purple pen somewhere,2.0,Good thing you have your purple friend there,Now seems you left your purple pen somewhere,-35.73447942733765,-52.76413011550903
Got my pastry chef to hold with me_Planned parenthood can help you navigate the process,2.0,Got my pastry chef to hold with me,Planned parenthood can help you navigate the process,-40.45258414745331,-33.572603315114975
Grow up and quit whining about minor inconveniences_The extra a is the correct Sanskrit pronunciation,1.0,Grow up and quit whining about minor inconveniences,The extra a is the correct Sanskrit pronunciation,-31.148881140630692,-54.02877449989319
Hard to play maps that are absolute garbage_How to handle races that are outright incomprehensible,1.0,Hard to play maps that are absolute garbage,How to handle races that are outright incomprehensible,-38.14421355724335,-42.0052353143692
Having used amp solves none of these problems_High mashing choral swerved every of your only,1.0,Having used amp solves none of these problems,High mashing choral swerved every of your only,-41.5727276802063,-88.76298522949219
He actually says quite heartbreaking last words there_He allegedly assert if Terra prides between malnutrition,1.0,He actually says quite heartbreaking last words there,He allegedly assert if Terra prides between malnutrition,-52.915910601615906,-95.05857491493225
He could have climbed from a fatalities Der_You could have someone read the do now,2.0,He could have climbed from a fatalities Der,You could have someone read the do now,-60.31599760055542,-45.23853421211243
He knows when to lay off the mischief_She determined not to give her religious gifts,1.0,He knows when to lay off the mischief,She determined not to give her religious gifts,-35.93338871002197,-41.062157824635506
He likes the attention and playing the victim_attention He playing the the likes and victim,1.0,He likes the attention and playing the victim,attention He playing the the likes and victim,-36.02934157848358,-62.87083029747009
He practiced this for the video for days_this the for days He video practiced for,1.0,He practiced this for the video for days,this the for days He video practiced for,-42.71208739280701,-66.48744535446167
He was ever born to be a George_It was just plain to be a fortnight,2.0,He was ever born to be a George,It was just plain to be a fortnight,-39.775808691978455,-38.39347505569458
He was promoted to captain the veggies arrive_He was supposed to give the position back,2.0,He was promoted to captain the veggies arrive,He was supposed to give the position back,-49.3816542327404,-29.457501651719213
He was the best known of a child_This is the best part of our season,2.0,He was the best known of a child,This is the best part of our season,-36.54812264442444,-24.24496626853943
Here is my recent review in this forum_This is my favorite post on this sub,2.0,Here is my recent review in this forum,This is my favorite post on this sub,-29.066545009613037,-27.356189906597137
Hip people may be either neutralize or vulnerable_Martial law would be a dump or pump,1.0,Hip people may be either neutralize or vulnerable,Martial law would be a dump or pump,-49.33330011367798,-43.39787566661835
His cell has always seemed instinctively to me_This logic has always seemed flawed to me,2.0,His cell has always seemed instinctively to me,This logic has always seemed flawed to me,-43.19558012485504,-32.09422779083252
How to cut Des like a Doris day_How to ruin furniture like a disrespectful child,2.0,How to cut Des like a Doris day,How to ruin furniture like a disrespectful child,-62.92012095451355,-50.8400741815567
Hundreds or many genes against one hundred number_Overall a fantastic buy from my per archives,2.0,Hundreds or many genes against one hundred number,Overall a fantastic buy from my per archives,-57.62766885757446,-51.560776352882385
I can really clearly or in the weeks_You can imagine Bismarck is doing the same,2.0,I can really clearly or in the weeks,You can imagine Bismarck is doing the same,-55.21633839607239,-35.33435476375598
I comment even though the post was removed_The accommodating even though deep convection was diminishing,1.0,I comment even though the post was removed,The accommodating even though deep convection was diminishing,-38.245620369911194,-65.09883052110672
I did feel better for a little bit_She also acted rather than a fine thing,1.0,I did feel better for a little bit,She also acted rather than a fine thing,-26.90851855278015,-47.048728466033936
I do have a good group now though_We are in a drought so no worries,1.0,I do have a good group now though,We are in a drought so no worries,-32.47580695152283,-33.521998167037964
I do this whenever I have leftover pizza_I pizza I leftover have whenever do this,1.0,I do this whenever I have leftover pizza,I pizza I leftover have whenever do this,-31.70154097676277,-66.44318151473999
I generally bring devastating flash across Bangladesh album_We always order a Taco for christmas dinners,2.0,I generally bring devastating flash across Bangladesh album,We always order a Taco for christmas dinners,-74.82698583602905,-50.63980716466904
I hate the possession arrow in college basketball_There Is No Best Car In The Game,1.0,I hate the possession arrow in college basketball,There Is No Best Car In The Game,-48.42269277572632,-38.30589830875397
I mostly use it for root beer floats_Much fast without that thing in my opinion,1.0,I mostly use it for root beer floats,Much fast without that thing in my opinion,-46.654452443122864,-47.590265452861786
I need to see how this played out_You have to realize is that noise again,1.0,I need to see how this played out,You have to realize is that noise again,-23.933157581835985,-42.11289095878601
I promise all the machine feel messing for_I went for the movie not expecting much,2.0,I promise all the machine feel messing for,I went for the movie not expecting much,-64.3178277015686,-35.500110149383545
I somehow managed to forget all about that_Literally the same thing they did in Afghanistan,1.0,I somehow managed to forget all about that,Literally the same thing they did in Afghanistan,-25.448384307324886,-23.720881938934326
I think athleticism and youth would be awesome_Is this where The Guest List takes place,1.0,I think athleticism and youth would be awesome,Is this where The Guest List takes place,-41.16571068763733,-41.65519833564758
I think the boys and invincible are better_This is getting ridiculous and ruining the hobby,2.0,I think the boys and invincible are better,This is getting ridiculous and ruining the hobby,-46.0432243347168,-35.78413724899292
I thought it was just the cable issue_This made it was of the Suez distracted,1.0,I thought it was just the cable issue,This made it was of the Suez distracted,-30.14856195449829,-61.31817150115967
I was asked a question and I answered_The mod even offered to show email correspondence,1.0,I was asked a question and I answered,The mod even offered to show email correspondence,-24.037510991096497,-49.46686100959778
I was making a super useless nuanced point_Technically there was also the Salt Lake Buzz,1.0,I was making a super useless nuanced point,Technically there was also the Salt Lake Buzz,-48.389002442359924,-42.45834183692932
I was off in Charleston on my honeymoon_I was travelling in Asia on my own,1.0,I was off in Charleston on my honeymoon,I was travelling in Asia on my own,-34.145728988805786,-29.123077392578125
I will have to ask the Milwaukee rep_We would have to bury the misunderstood telegram,1.0,I will have to ask the Milwaukee rep,We would have to bury the misunderstood telegram,-39.49864423274994,-45.642642974853516
If my peasants avenged colleges offer that Matilda_Why your doctor remembers to refill you prescriptions,2.0,If my peasants avenged colleges offer that Matilda,Why your doctor remembers to refill you prescriptions,-83.63125708699226,-49.207518339157104
Is this match going to end only when_My mum used to actually throw things away,2.0,Is this match going to end only when,My mum used to actually throw things away,-37.533721424639225,-35.62662025913596
It Should Have Been Called The Guard Titan_It helps with passive gold gain a lot,1.0,It Should Have Been Called The Guard Titan,It helps with passive gold gain a lot,-48.42842124402523,-42.39666163921356
It can store these easily in your pocket_They could see a Penny in their mouths,1.0,It can store these easily in your pocket,They could see a Penny in their mouths,-36.46107220649719,-40.27981185913086
It could be eradicated if everyone got vaccinated_Mount should be the captain no bias involved,1.0,It could be eradicated if everyone got vaccinated,Mount should be the captain no bias involved,-34.04312204569578,-56.92653751373291
It protects you from the banks bad decisions_Your submission has been removed pending moderator review,2.0,It protects you from the banks bad decisions,Your submission has been removed pending moderator review,-44.335842087864876,-37.47346052527428
It yet has never indicated she was Gaga_Subscribe now part he said she was equivalent,1.0,It yet has never indicated she was Gaga,Subscribe now part he said she was equivalent,-54.51268982887268,-54.59724760055542
Its how old woman who it surely there_The grumpy old man in me says yes,2.0,Its how old woman who it surely there,The grumpy old man in me says yes,-62.254870891571045,-40.03296083211899
Its the newspaper version of Take a Break_Subscribe the syndicated archive of Take a Break,1.0,Its the newspaper version of Take a Break,Subscribe the syndicated archive of Take a Break,-42.87473911046982,-49.72161386907101
Jesse James has been solid when passed to_Rescuers were all been blamed within hospitalization across,1.0,Jesse James has been solid when passed to,Rescuers were all been blamed within hospitalization across,-42.65003573894501,-81.5109442374669
Jurors became a tropical grossing siege is negligible_What was a once dreamed dream became reality,2.0,Jurors became a tropical grossing siege is negligible,What was a once dreamed dream became reality,-76.88137686252594,-36.56439298391342
Jurors became a tropical grossing siege is negligible_What was a temporary living situation became permanent,2.0,Jurors became a tropical grossing siege is negligible,What was a temporary living situation became permanent,-76.88137686252594,-38.57774758338928
Keep parades ahead and hear a bragging penalized_Subscribe as advised and seal all vents tightly,2.0,Keep parades ahead and hear a bragging penalized,Subscribe as advised and seal all vents tightly,-73.93905448913574,-59.97347009181976
Kinda like the Statue of Liberty for americans_Some great guy mentors could help him out,2.0,Kinda like the Statue of Liberty for americans,Some great guy mentors could help him out,-32.196014523506165,-41.546916127204895
Life was one person can either the Azores_Show me one person who supports the draft,2.0,Life was one person can either the Azores,Show me one person who supports the draft,-59.71621584892273,-32.2025443315506
Like how I Drew my blob and stuff_Obviously if not restrain my highschool and whatnot,1.0,Like how I Drew my blob and stuff,Obviously if not restrain my highschool and whatnot,-54.214325189590454,-62.07231819629669
Looks like the one in fallout new Vegas_We manually approve all posts from new accounts,2.0,Looks like the one in fallout new Vegas,We manually approve all posts from new accounts,-43.956444561481476,-42.035805106163025
Loved the continuous steam of shots video style_Walsh of methamphetamine seaplane catapult malfunction schizophrenic sociopath,1.0,Loved the continuous steam of shots video style,Walsh of methamphetamine seaplane catapult malfunction schizophrenic sociopath,-63.84445786476135,-93.44743882864714
Many of the years I did done so_One of the ones I did required it,2.0,Many of the years I did done so,One of the ones I did required it,-36.53963786363602,-33.06057620048523
Me too and I hope he works out_Okay though and I hope she helps yourself,1.0,Me too and I hope he works out,Okay though and I hope she helps yourself,-27.354646682739258,-39.59579396247864
Monaco always has a different company do it_Most colors except any bright colors excluding white,2.0,Monaco always has a different company do it,Most colors except any bright colors excluding white,-40.42787539958954,-53.05202555656433
Movement to try to normalize attraction to minors_try to to attraction Movement normalize to minors,1.0,Movement to try to normalize attraction to minors,try to to attraction Movement normalize to minors,-40.81415078043938,-69.65596199035645
My coworker gives me some insecurities I made_Your comment gave me the smile I needed,2.0,My coworker gives me some insecurities I made,Your comment gave me the smile I needed,-44.979132393724285,-30.753935396671295
Neither the rear axle annihilate contradicted each other_South those toed buttocks gills stem each side,1.0,Neither the rear axle annihilate contradicted each other,South those toed buttocks gills stem each side,-56.688367273658514,-77.27095603942871
Not so much the returning insulin resistance idea_Then the episodes will be in one folder,2.0,Not so much the returning insulin resistance idea,Then the episodes will be in one folder,-46.22017252445221,-33.91749846935272
Number of ways to get things coupled up_Think of how to keep it closed up,2.0,Number of ways to get things coupled up,Think of how to keep it closed up,-35.68079000711441,-31.73293149471283
One of the big reasons is air pollution_Stop living your life running around some guy,1.0,One of the big reasons is air pollution,Stop living your life running around some guy,-26.03419816493988,-36.19821843504906
