m1,m2,N_idx,N,S1,S2,loss_S1_vs_N,lp_N_given_m1,lp_S1_given_m1,lp_N_given_m2,lp_S1_given_m2,loss_S2_vs_N,lp_S2_given_m2,lp_S2_given_m1,loss_rank1,loss_rank2,worst_rank_of_two,p_N_given_m1_decile,p_N_given_m2_decile,selected_for_human_testing
roberta,roberta_has_a_mouth,237,No way you did that in two hours,This and I did that in seven minutes,No wonder alumnus love rafting expeditions midweek semesters,-20.85730537213385,-47.80252456665039,-47.6314697265625,-8.865158593282104,-29.722463965415955,-62.9185676574707,-8.751336328219622,-110.7210922241211,59.0,42.0,59.0,7,8,True
roberta,roberta_has_a_mouth,238,More like project their consciousness into the void,A use dates from our in the project,Remembrance mathematically benefitted octopus eyeballs cylindrical adults chocolates,-45.37084551155567,-61.69307327270508,-61.1339111328125,-27.933436200022697,-73.30428171157838,-109.207275390625,-27.45516301490716,-170.90036010742188,7.0,8.0,8.0,1,2,True
roberta,roberta_has_a_mouth,246,Just imagine being the one married to him,I know he was her talking to me,Just imagine being the one apologizing to whomever,-30.753376950626265,-53.68667984008789,-53.2813949584961,-7.163244807044976,-37.916621757671244,-6.424903869628906,-4.7898384041618565,-60.111572265625,37.0,93.0,93.0,4,9,False
roberta,roberta_has_a_mouth,249,I just find that it is more commonplace,I may be that it is very classified,Woodward ultimately felt antiquated normalcy became hopelessly unhelpful,-17.511415055021644,-51.31372833251953,-51.16078186035156,-22.77860666252673,-40.29002171754836,-55.13687133789063,-22.629533806466497,-106.45061492919922,68.0,51.0,68.0,6,3,False
roberta,roberta_has_a_mouth,250,My downstairs neighbor pumping shitty beats all day,My Shaw at his ugly scrap that day,Nazareth tilting bulging bottoms bespoke replicas coiled defiantly,-44.15700766444206,-76.55847930908203,-76.5453872680664,-34.48773673176765,-78.64474439620972,-92.82072448730469,-29.64058960787952,-169.37921142578125,9.0,22.0,22.0,0,0,True
roberta,roberta_has_a_mouth,256,I doubt it since Columbia series is over,I like that game okay guy is true,By tenuous wonder her abbreviated honeymoon neared impasse,-20.507661193609238,-65.54946899414061,-64.78707885742189,-38.91840878129005,-59.42606997489929,-57.08998107910156,-37.702919186340296,-122.6394500732422,61.0,48.0,61.0,0,0,False
roberta,roberta_has_a_mouth,258,This chapter really was incredible and well written,This final structure is clear and well documented,Each sequence musically was richly evoked aesthetically choreographed,-14.088005180470645,-52.76840591430664,-51.8533821105957,-14.470068894326687,-28.55807407479733,-55.66084671020508,-13.990487813483925,-108.42925262451172,74.0,49.0,74.0,5,6,False
roberta,roberta_has_a_mouth,261,Drive both and see what you like best,Drive fun and doing what you like best,Spin both and rationalize who you fancied fairer,-16.750076791271567,-52.80688858032226,-52.79795837402344,-20.224789114668965,-36.97486590594053,-43.5407829284668,-20.108253105077893,-96.34767150878906,70.0,64.0,70.0,5,4,False
roberta,roberta_has_a_mouth,267,There are no moving parts in a tablet,There is a for posts in that subject,There are no moving parts inside a fossil,-30.48694564914331,-50.37024307250977,-49.82820129394531,-15.673643449787052,-46.16058909893036,-2.2882080078125,-14.364673242671413,-52.65845108032226,38.0,95.0,95.0,7,5,False
roberta,roberta_has_a_mouth,272,Let her know how that made you feel,Here to know how I made you feel,Helping kids believe that daycare empowers mama mommy,-13.085348269203678,-44.56769561767578,-44.3227653503418,-12.230132119497284,-25.315480388700962,-54.99950408935547,-11.685858886688948,-99.56719970703124,76.0,52.0,76.0,9,7,False
roberta,roberta_has_a_mouth,278,I carry pocket scissors thank you very much,It all Bakshi and thank you so much,Airlines providing sanitary amenities thank you sincerely Colleen,-43.8602228332311,-57.77092742919922,-57.577049255371094,-20.23100046487525,-64.09122329810634,-32.85081100463867,-18.60548346801079,-90.62174987792969,10.0,75.0,75.0,2,4,False
roberta,roberta_has_a_mouth,283,I see you have a flair of culture,I now you have a experience of three,Mauricio analysing gymnastics mimicking dimensional ornaments evasive snatches,-19.86054790019989,-54.11944198608398,-53.88114547729492,-29.09838879108429,-48.95893669128418,-104.57903289794922,-28.822881694417447,-158.69847106933594,64.0,13.0,64.0,4,2,False
roberta,roberta_has_a_mouth,284,Most of the country has at will employment,People of the world needs without an effort,Pride in underdeveloped Zambia overcomes cautious scrutinizing industrialization,-21.271011689677838,-60.54031372070313,-60.40683364868164,-29.526678076013926,-50.79768976569176,-58.70527648925781,-25.78062056261115,-119.24556732177734,56.0,47.0,56.0,2,1,False
roberta,roberta_has_a_mouth,285,I used to be one of these people,I want to be one of these people,Coaches yearn to snare some of those cheerleaders,-0.9454237720055972,-36.67599868774414,-35.502586364746094,-5.04253329578205,-5.987957067787647,-45.79401779174805,-3.8941742669558153,-82.47001647949219,94.0,61.0,94.0,9,9,False
roberta,roberta_has_a_mouth,291,One was for sharing positive messages and information,This move on with my ideas in Copenhagen,Lancashire televisions encompassed allegory symbolically rhymes mirroring covenants,-39.982738010585315,-61.39559936523438,-59.77635955810547,-27.2738206461072,-67.25655865669249,-104.58600616455078,-26.007822181505613,-165.98159790039062,16.0,12.0,16.0,1,2,False
roberta,roberta_has_a_mouth,292,I did feel better for a little bit,I am actually looking for a little bit,Emma does feel dizzy for a short while,-20.94236185785849,-44.98789978027344,-44.98202896118164,-6.330563952098602,-27.27292580995709,-15.54913330078125,-6.026367287035099,-60.53701782226562,58.0,84.0,84.0,8,9,True
roberta,roberta_has_a_mouth,293,I think you should give her another chance,I think you should give him another chance,I think you should give me another cuddle,-1.0173679809086025,-40.060302734375,-38.53107833862305,-6.144399082288146,-7.1617670631967485,-11.744815826416016,-4.324007868533953,-51.80510330200195,92.0,89.0,92.0,9,9,False
roberta,roberta_has_a_mouth,300,It simply changes what is displayed to you,This just change what is happening to be,It simply modifies what was catered to you,-36.05562731530517,-54.074462890625,-53.19794845581055,-10.877014190889897,-46.93264150619507,-10.620834350585938,-10.265542545821518,-64.69530487060547,22.0,91.0,91.0,4,7,False
roberta,roberta_has_a_mouth,301,Wish I could have done that test myself,But I should have stopped that in basically,Siegfried watchers must deduce deduced elliptical gymnastics anyhow,-27.358083648141474,-54.01947021484375,-53.71586990356445,-15.405864568892865,-42.76394821703435,-91.490478515625,-14.952436381019652,-145.5099639892578,44.0,24.0,44.0,4,6,True
roberta,roberta_has_a_mouth,302,Had this problem for quite some time now,And this one for quite some time now,Had this problem for quite some semesters now,-16.667390441638418,-46.73601531982422,-45.76882553100586,-3.1442209747619927,-19.81161141640041,-13.985252380371096,-2.4373024357482795,-60.72127151489258,71.0,86.0,86.0,8,9,True
roberta,roberta_has_a_mouth,308,You may have better luck applying to that,I will have better luck talking to me,Karen would have warmly played voicemail congratulating Tom,-8.42325286893174,-48.75999450683594,-47.25930786132813,-18.53747655218467,-26.960729421116408,-49.17304229736328,-18.03452318979544,-97.93303680419922,86.0,57.0,86.0,7,4,False
